Maker,Genmodel,Color,Reg_year,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price,Engine_power,Annual_Tax,Wheelbase,Height,Width,Length,Average_mpg,Top_speed,Seat_num,Door_num
Bentley,Arnage,Blue,2002,Saloon,55000,6.8,Automatic,Petrol,29999,400,315,3116,1515,2125,5390,14.7,155,5,4
